timestamp,latitude,longitude,x,altitude_ato,windspeed,temperature,pressure,ch4,co2,c2h6,norm_x,norm_altitude_ato,index_x,index_y,winddir,geometry,utm_easting,utm_northing,hor_distance,vert_distance,azimuth_heading,elevation_heading
2022-09-26 02:03:00,54.87667,15.41,50.0,-10.0,5.7636649217848985,10.0,1000.0,1.9500281451845713,380.00001357720237,1.1292820243772104e-05,0.05,0.07142857142857142,24,7,359.37311574951946,POINT (526307.4073509022 6081144.509516094),526307.4073509022,6081144.509516094,,,,
2022-09-26 02:03:01,54.8766544010694,15.409846579958499,59.09090909090909,-10.0,5.701597666420126,10.0,1000.0,1.9500404026708875,380.0000236957387,1.3841592705542263e-05,0.0590909090909091,0.07142857142857142,29,7,358.7056703640377,POINT (526297.573457074 6081142.716126854),526297.573457074,6081142.716126854,9.996084873172414,0.0,259.66465276264836,0.0
2022-09-26 02:03:02,54.87663880213877,15.409693159976248,68.18181818181819,-10.0,5.658136726485464,10.0,1000.0,1.9500575591729477,380.0000408897218,1.696505410230664e-05,0.06818181818181819,0.07142857142857142,34,7,357.5735954982973,POINT (526287.7395593789 6081140.922759174),526287.7395593789,6081140.922759174,9.99608480905653,0.0,259.6647783179793,0.0
2022-09-26 02:03:03,54.87662320320811,15.409539740053246,77.27272727272728,-10.0,5.642223864269387,10.0,1000.0,1.9500759373742647,380.00006260790616,1.997797100264311e-05,0.07727272727272728,0.07142857142857142,38,7,356.55246896166614,POINT (526277.9056578164 6081139.129413056),526277.9056578164,6081139.129413056,9.996084745561282,0.0,259.6649038739105,0.0
2022-09-26 02:03:04,54.8766076042774,15.409386320189489,86.36363636363637,-10.0,5.648587858244058,10.0,1000.0,1.9501065050569175,380.00010501078367,2.4554107668660794e-05,0.08636363636363638,0.07142857142857142,43,7,355.3969654033975,POINT (526268.0717523864 6081137.336088495),526268.0717523864,6081137.336088495,9.996084682896887,0.0,259.6650294089567,0.0
2022-09-26 02:03:05,54.87659200534666,15.409232900384978,95.45454545454547,-10.0,5.673670472887558,10.0,1000.0,1.9501386625700552,380.0001566833345,2.9029119474096733e-05,0.09545454545454547,0.07142857142857142,47,7,354.7333112625282,POINT (526258.2378430893 6081135.542785497),526258.2378430893,6081135.542785497,9.996084618819895,0.0,259.665154975035,0.0
2022-09-26 02:03:06,54.87657640641588,15.409079480639713,104.54545454545455,-10.0,5.725218623129551,10.0,1000.0,1.9501911520790183,380.0002537022056,3.5944744990592254e-05,0.10454545454545455,0.07142857142857142,52,7,354.3696970043718,POINT (526248.4039299246 6081133.74950406),526248.4039299246,6081133.74950406,9.996084555750253,0.0,259.6652805258391,0.0
2022-09-26 02:03:07,54.87656080748504,15.408926060953696,113.63636363636364,-10.0,5.777457959822437,10.0,1000.0,1.9502453482327697,380.0003673772214,4.284519345805669e-05,0.11363636363636365,0.07142857142857142,56,7,354.4698031579665,POINT (526238.5700128927 6081131.95624418),526238.5700128927,6081131.95624418,9.996084492719179,0.0,259.66540606578246,0.0
2022-09-26 02:03:08,54.87654520855417,15.408772641326928,122.72727272727273,-10.0,5.849489690452739,10.0,1000.0,1.9503321173207224,380.0005721245226,5.376078814724531e-05,0.12272727272727274,0.07142857142857142,61,7,354.95635221245993,POINT (526228.7360919937 6081130.1630058605),526228.7360919937,6081130.1630058605,9.99608442928742,0.0,259.66553161611085,0.0
2022-09-26 02:03:09,54.87652960962325,15.408619221759407,131.8181818181818,-10.0,5.909313535638171,10.0,1000.0,1.9504200055612742,380.0008023487054,6.492406450991009e-05,0.1318181818181818,0.07142857142857142,65,7,355.4171553952361,POINT (526218.9021672276 6081128.3697891),526218.9021672276,6081128.3697891,9.99608436618526,0.0,259.665657161309,0.0
2022-09-26 02:03:10,54.87651401069229,15.408465802251133,140.90909090909093,-10.0,5.9868615132561365,10.0,1000.0,1.9505579657370602,380.0011996287321,8.303859430897744e-05,0.14090909090909093,0.07142857142857142,70,7,355.9292556857745,POINT (526209.0682385943 6081126.576593901),526209.0682385943,6081126.576593901,9.996084302682425,0.0,259.6657827168922,0.0
2022-09-26 02:03:11,54.8764984117613,15.408312382802109,150.0,-10.0,6.047436830746507,10.0,1000.0,1.9506949940913105,380.00162789200834,0.00010201092521687018,0.15,0.07142857142857142,74,7,356.25175315815284,POINT (526199.2343060941 6081124.783420263),526199.2343060941,6081124.783420263,9.996084239113065,0.0,259.6659082723572,0.0
2022-09-26 02:03:12,54.87648281283027,15.40815896341233,159.0909090909091,-10.0,6.110698796456781,10.0,1000.0,1.9509058065986362,380.00233552390125,0.000133460504925043,0.1590909090909091,0.07142857142857142,79,7,356.43058552081504,POINT (526189.4003697266 6081122.990268184),526189.4003697266,6081122.990268184,9.99608417626942,0.0,259.6660338176798,0.0
2022-09-26 02:03:13,54.8764672138992,15.408005544081798,168.1818181818182,-10.0,6.1425832539255305,10.0,1000.0,1.951111051797966,380.003066562536,0.00016696064399955834,0.16818181818181818,0.07142857142857142,83,7,356.3010730073197,POINT (526179.5664294921 6081121.197137665),526179.5664294921,6081121.197137665,9.996084112963123,0.0,259.6661593678965,0.0
2022-09-26 02:03:14,54.876451614968076,15.407852124810512,177.27272727272728,-10.0,6.149695797254641,10.0,1000.0,1.9514204099907506,380.00422329066174,0.0002231584344845958,0.17727272727272728,0.07142857142857142,88,7,355.7104399903312,POINT (526169.7324853905 6081119.404028704),526169.7324853905,6081119.404028704,9.996084050153474,0.0,259.66628490773127,0.0
2022-09-26 02:03:15,54.87643601603692,15.407698705598474,186.36363636363637,-10.0,6.125816753150344,10.0,1000.0,1.951715522233947,380.00536886456354,0.0002834073416901586,0.18636363636363637,0.07142857142857142,92,7,354.87931200031227,POINT (526159.8985374217 6081117.610941307),526159.8985374217,6081117.610941307,9.996083986671046,0.0,259.66641047394523,0.0
2022-09-26 02:03:16,54.876420417105734,15.407545286445682,195.45454545454547,-10.0,6.060527264557768,10.0,1000.0,1.95215115434926,380.0071063346476,0.00038456749108773183,0.19545454545454546,0.07142857142857142,97,7,353.4525568817885,POINT (526150.0645855862 6081115.817875468),526150.0645855862,6081115.817875468,9.996083923446747,0.0,259.66653601867574,0.0
2022-09-26 02:03:17,54.8764048181745,15.407391867352137,204.54545454545456,-10.0,5.964725552413674,10.0,1000.0,1.952668587658934,380.0092087742348,0.0005241859808887582,0.20454545454545456,0.07142857142857142,102,7,351.7543322756277,POINT (526140.2306298836 6081114.024831189),526140.2306298836,6081114.024831189,9.996083860614025,0.0,259.6666615637668,0.0
2022-09-26 02:03:18,54.87638921924323,15.407238448317841,213.63636363636365,-10.0,5.876499214541821,10.0,1000.0,1.9531464376301855,380.01116495987935,0.000672405204139021,0.21363636363636365,0.07142857142857142,106,7,350.36285284045294,POINT (526130.3966703143 6081112.2318084715),526130.3966703143,6081112.2318084715,9.996083796984552,0.0,259.6667871242552,0.0
2022-09-26 02:03:19,54.87637362031191,15.407085029342788,222.72727272727275,-10.0,5.767526596105532,10.0,1000.0,1.9538288886685624,380.01395756899325,0.0009171525311755627,0.22272727272727275,0.07142857142857142,111,7,348.81008837668503,POINT (526120.5627068777 6081110.438807312),526120.5627068777,6081110.438807312,9.996083734529401,0.0,259.6669126642176,0.0
2022-09-26 02:03:20,54.876358021380554,15.406931610426984,231.81818181818184,-10.0,5.692501672821711,10.0,1000.0,1.9544459293779177,380.01646684306246,0.0011729770851334276,0.23181818181818184,0.07142857142857142,115,7,347.8645065399562,POINT (526110.7287395744 6081108.645827714),526110.7287395744,6081108.645827714,9.996083671162983,0.0,259.6670382194576,0.0
2022-09-26 02:03:21,54.87634242244917,15.406778191570428,240.90909090909093,-10.0,5.623289813014538,10.0,1000.0,1.9553085392625313,380.0199384141567,0.0015877209423254676,0.24090909090909093,0.07142857142857142,120,7,347.15224859703216,POINT (526100.8947684044 6081106.8528696755),526100.8947684044,6081106.8528696755,9.99608360817866,0.0,259.66716376419595,0.0
2022-09-26 02:03:22,54.876326823517736,15.406624772773114,250.00000000000003,-10.0,5.586216204987441,10.0,1000.0,1.9560722189805266,380.02297638400654,0.002012733632866698,0.25000000000000006,0.07142857142857142,124,7,346.8965761925583,POINT (526091.0607933672 6081105.059933197),526091.0607933672,6081105.059933197,9.996083545533395,0.0,259.6672893146663,0.0
2022-09-26 02:03:23,54.87631122458625,15.406471354035048,259.0909090909091,-10.0,5.549886168164713,10.0,1000.0,1.9571177382412297,380.0270955887956,0.0026869916544790488,0.25909090909090915,0.07142857142857142,129,7,346.67890109905267,POINT (526081.2268144635 6081103.267018278),526081.2268144635,6081103.267018278,9.996083482248963,0.0,259.66741486442004,0.0
2022-09-26 02:03:24,54.87629562565474,15.406317935356228,268.1818181818182,-10.0,5.536757918681367,10.0,1000.0,1.9580248137529428,380.0306547976658,0.0033627114618665476,0.2681818181818182,0.07142857142857142,133,7,346.5238221291873,POINT (526071.3928316928 6081101.474124919),526071.3928316928,6081101.474124919,9.99608341963768,0.0,259.6675404094025,0.0
