timestamp,latitude,longitude,height_ato,windspeed,winddir,temperature,pressure,ch4,co2,c2h6
2022-09-26 02:03:00,54.87667,15.41,-10.0,5.7636649217848985,359.37311574951946,10.0,1000.0,1.9500281451845713,380.00001357720237,1.1292820243772104e-05
2022-09-26 02:03:01,54.8766544010694,15.409846579958499,-10.0,5.701597666420126,358.7056703640377,10.0,1000.0,1.9500404026708875,380.0000236957387,1.3841592705542263e-05
2022-09-26 02:03:02,54.87663880213877,15.409693159976248,-10.0,5.658136726485464,357.5735954982973,10.0,1000.0,1.9500575591729477,380.0000408897218,1.696505410230664e-05
2022-09-26 02:03:03,54.87662320320811,15.409539740053246,-10.0,5.642223864269387,356.55246896166614,10.0,1000.0,1.9500759373742647,380.00006260790616,1.997797100264311e-05
2022-09-26 02:03:04,54.8766076042774,15.409386320189489,-10.0,5.648587858244058,355.3969654033975,10.0,1000.0,1.9501065050569175,380.00010501078367,2.4554107668660794e-05
2022-09-26 02:03:05,54.87659200534666,15.409232900384978,-10.0,5.673670472887558,354.7333112625282,10.0,1000.0,1.9501386625700552,380.0001566833345,2.9029119474096733e-05
2022-09-26 02:03:06,54.87657640641588,15.409079480639713,-10.0,5.725218623129551,354.3696970043718,10.0,1000.0,1.9501911520790183,380.0002537022056,3.5944744990592254e-05
2022-09-26 02:03:07,54.87656080748504,15.408926060953696,-10.0,5.777457959822437,354.4698031579665,10.0,1000.0,1.9502453482327697,380.0003673772214,4.284519345805669e-05
2022-09-26 02:03:08,54.87654520855417,15.408772641326928,-10.0,5.849489690452739,354.95635221245993,10.0,1000.0,1.9503321173207224,380.0005721245226,5.376078814724531e-05
2022-09-26 02:03:09,54.87652960962325,15.408619221759407,-10.0,5.909313535638171,355.4171553952361,10.0,1000.0,1.9504200055612742,380.0008023487054,6.492406450991009e-05
2022-09-26 02:03:10,54.87651401069229,15.408465802251133,-10.0,5.9868615132561365,355.9292556857745,10.0,1000.0,1.9505579657370602,380.0011996287321,8.303859430897744e-05
2022-09-26 02:03:11,54.8764984117613,15.408312382802109,-10.0,6.047436830746507,356.25175315815284,10.0,1000.0,1.9506949940913105,380.00162789200834,0.00010201092521687018
2022-09-26 02:03:12,54.87648281283027,15.40815896341233,-10.0,6.110698796456781,356.43058552081504,10.0,1000.0,1.9509058065986362,380.00233552390125,0.000133460504925043
2022-09-26 02:03:13,54.8764672138992,15.408005544081798,-10.0,6.1425832539255305,356.3010730073197,10.0,1000.0,1.951111051797966,380.003066562536,0.00016696064399955834
2022-09-26 02:03:14,54.876451614968076,15.407852124810512,-10.0,6.149695797254641,355.7104399903312,10.0,1000.0,1.9514204099907506,380.00422329066174,0.0002231584344845958
2022-09-26 02:03:15,54.87643601603692,15.407698705598474,-10.0,6.125816753150344,354.87931200031227,10.0,1000.0,1.951715522233947,380.00536886456354,0.0002834073416901586
2022-09-26 02:03:16,54.876420417105734,15.407545286445682,-10.0,6.060527264557768,353.4525568817885,10.0,1000.0,1.95215115434926,380.0071063346476,0.00038456749108773183
2022-09-26 02:03:17,54.8764048181745,15.407391867352137,-10.0,5.964725552413674,351.7543322756277,10.0,1000.0,1.952668587658934,380.0092087742348,0.0005241859808887582
2022-09-26 02:03:18,54.87638921924323,15.407238448317841,-10.0,5.876499214541821,350.36285284045294,10.0,1000.0,1.9531464376301855,380.01116495987935,0.000672405204139021
2022-09-26 02:03:19,54.87637362031191,15.407085029342788,-10.0,5.767526596105532,348.81008837668503,10.0,1000.0,1.9538288886685624,380.01395756899325,0.0009171525311755627
2022-09-26 02:03:20,54.876358021380554,15.406931610426984,-10.0,5.692501672821711,347.8645065399562,10.0,1000.0,1.9544459293779177,380.01646684306246,0.0011729770851334276
2022-09-26 02:03:21,54.87634242244917,15.406778191570428,-10.0,5.623289813014538,347.15224859703216,10.0,1000.0,1.9553085392625313,380.0199384141567,0.0015877209423254676
2022-09-26 02:03:22,54.876326823517736,15.406624772773114,-10.0,5.586216204987441,346.8965761925583,10.0,1000.0,1.9560722189805266,380.02297638400654,0.002012733632866698
2022-09-26 02:03:23,54.87631122458625,15.406471354035048,-10.0,5.549886168164713,346.67890109905267,10.0,1000.0,1.9571177382412297,380.0270955887956,0.0026869916544790488
2022-09-26 02:03:24,54.87629562565474,15.406317935356228,-10.0,5.536757918681367,346.5238221291873,10.0,1000.0,1.9580248137529428,380.0306547976658,0.0033627114618665476
2022-09-26 02:03:25,54.87628002672318,15.406164516736656,-10.0,5.553984921173504,346.4133059650662,10.0,1000.0,1.9592427450782604,380.03546290986253,0.004409848469979827
2022-09-26 02:03:26,54.876264427791575,15.40601109817633,-10.0,5.596731976119806,346.4280687579564,10.0,1000.0,1.9602804940176155,380.03963871448894,0.005434819923077223
2022-09-26 02:03:27,54.87624882885993,15.405857679675249,-10.0,5.681108422815226,346.6025241241012,10.0,1000.0,1.9616514906743125,380.0453589367831,0.006985106320066661
2022-09-26 02:03:28,54.87623322992825,15.405704261233415,-10.0,5.765436047103088,346.8659028558997,10.0,1000.0,1.9628037712233117,380.05042660478796,0.008466457886030777
2022-09-26 02:03:29,54.876217630996535,15.405550842850829,-10.0,5.878251249339562,347.31776778746314,10.0,1000.0,1.9643103874725674,380.0575292118875,0.01065274853977091
2022-09-26 02:03:30,54.87620203206478,15.405397424527488,-10.0,5.983211661504501,347.8362184127275,10.0,1000.0,1.9658904999335982,380.0656822468473,0.013243854419196299
2022-09-26 02:03:31,54.87618643313298,15.405244006263391,-10.0,6.050795848923459,348.23040615298555,10.0,1000.0,1.9672104553430505,380.07310908243596,0.01562789431806899
2022-09-26 02:03:32,54.87617083420114,15.405090588058542,-10.0,6.1041582380035075,348.59825765740175,10.0,1000.0,1.968938654777339,380.08369414463016,0.019014009025306398
2022-09-26 02:03:33,54.876155235269266,15.40493716991294,-10.0,6.1169539105253525,348.7202284998166,10.0,1000.0,1.970393547095642,380.09330072537955,0.02205368013350821
2022-09-26 02:03:34,54.876139636337356,15.404783751826582,-10.0,6.0937322562567955,348.5800679852571,10.0,1000.0,1.9723198036460294,380.1067925577085,0.02626352996423706
